;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;city_code;product;product_type
138/Rice/temporary;800.0;1600.0;2500.0;2400.0;4000.0;2200.0;4000.0;60.0;1500.0;425.0;640.0;270.0;425.0;;128.0;550.0;128.0;;128.0;4000.0;;f4612b8b5a8223b5;Rice;temporary
139/Beans/temporary;160.0;150.0;150.0;150.0;120.0;150.0;120.0;;100.0;110.0;110.0;110.0;110.0;;;110.0;30.0;;25.0;100.0;;f67358b81451a8d1;Beans;temporary
139/Cassava/temporary;160.0;180.0;140.0;180.0;140.0;140.0;120.0;55.0;120.0;90.0;110.0;90.0;90.0;65.0;55.0;90.0;55.0;65.0;200.0;120.0;65.0;f67358b81451a8d1;Cassava;temporary
139/Corn/temporary;160.0;120.0;150.0;120.0;100.0;140.0;100.0;15.0;85.0;100.0;100.0;100.0;100.0;13.0;15.0;100.0;15.0;;40.0;85.0;;f67358b81451a8d1;Corn;temporary
139/Livestock/pasture;14954.57831;15953.67651;11513.0235;9127.608345;6838.944825;5704.027689;5426.21767;5863.162924;6198.366114;7576.873074;7894.915581;7946.076534;9615.337945;11160.20758;11491.35725;8533.935669;8719.215844;7742.929833;8375.058562;13413.768;14896.14483;f67358b81451a8d1;Livestock;pasture
139/Others/permanent;7.0;26.0;26.0;25.0;25.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;8.0;12.0;5.0;6.0;f67358b81451a8d1;Others;permanent
139/Others/temporary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;8.0;4.0;4.0;f67358b81451a8d1;Others;temporary
14/Beans/temporary;1500.0;1200.0;1400.0;1500.0;1400.0;1400.0;980.0;500.0;980.0;1500.0;1200.0;1500.0;1200.0;600.0;500.0;1500.0;900.0;600.0;1200.0;980.0;400.0;11645a57d3a1d507;Beans;temporary
14/Cassava/temporary;2000.0;1920.0;2200.0;2000.0;1500.0;2000.0;1800.0;4000.0;4000.0;5000.0;4000.0;6000.0;6000.0;8000.0;4000.0;4000.0;4000.0;8000.0;4000.0;2000.0;4000.0;11645a57d3a1d507;Cassava;temporary
14/Cocoa/permanent;100.0;110.0;85.0;60.0;110.0;70.0;172.0;75.0;172.0;60.0;172.0;60.0;60.0;120.0;100.0;75.0;172.0;70.0;100.0;70.0;70.0;11645a57d3a1d507;Cocoa;permanent
14/Corn/temporary;1000.0;1000.0;1200.0;1200.0;900.0;1200.0;1100.0;400.0;1200.0;1200.0;1300.0;500.0;400.0;450.0;400.0;1300.0;400.0;550.0;500.0;1200.0;370.0;11645a57d3a1d507;Corn;temporary
14/Livestock/pasture;49003.51935;48153.69009;50969.37356;55087.21202;56921.50487;57901.98471;57553.69567;58307.52309;58060.383;56132.34989;54985.03712;58167.18913;60026.74251;59038.51528;58515.85321;57738.89665;57792.15195;59490.47351;60542.51881;61137.66941;61740.59165;11645a57d3a1d507;Livestock;pasture
14/Others/permanent;759.0;798.0;758.0;748.0;687.0;1198.0;1203.0;1394.0;1193.0;1103.0;1103.0;1173.0;863.0;1043.0;1122.0;1122.0;1067.0;1067.0;1860.0;1370.0;802.0;11645a57d3a1d507;Others;permanent
14/Others/temporary;68.0;100.0;65.0;90.0;80.0;200.0;200.0;200.0;200.0;200.0;220.0;350.0;220.0;220.0;200.0;200.0;200.0;200.0;210.0;200.0;30.0;11645a57d3a1d507;Others;temporary
14/Palm oil/permanent;1500.0;1000.0;1500.0;1500.0;1500.0;2000.0;1000.0;1000.0;1500.0;1000.0;1500.0;1500.0;1000.0;800.0;2000.0;2000.0;1500.0;1500.0;1000.0;800.0;1500.0;11645a57d3a1d507;Palm oil;permanent
140/Beans/temporary;90.0;130.0;150.0;150.0;180.0;150.0;180.0;;180.0;70.0;180.0;70.0;70.0;;100.0;70.0;70.0;5.0;70.0;180.0;;f8e70145d73bd728;Beans;temporary
140/Cassava/temporary;1300.0;910.0;1000.0;1000.0;1500.0;1000.0;1700.0;1500.0;1700.0;1500.0;1700.0;1500.0;1500.0;1400.0;1500.0;1700.0;1500.0;2000.0;1800.0;1700.0;1500.0;f8e70145d73bd728;Cassava;temporary
140/Cocoa/permanent;17.0;18.0;41.0;100.0;45.0;41.0;11.0;11.0;41.0;18.0;45.0;41.0;18.0;45.0;41.0;18.0;40.0;;18.0;75.0;80.0;f8e70145d73bd728;Cocoa;permanent
140/Corn/temporary;200.0;210.0;210.0;210.0;210.0;210.0;210.0;;250.0;300.0;250.0;320.0;320.0;;320.0;250.0;320.0;;320.0;210.0;;f8e70145d73bd728;Corn;temporary
140/Livestock/pasture;15004.99472;15759.71199;17127.50937;18092.08219;18185.83519;18748.85964;18882.28336;18977.10274;19191.31756;18719.89138;18178.76376;19193.64005;19755.14623;19061.10187;18320.05425;18045.15797;18132.7413;18756.26726;19145.55957;19766.49658;20307.53943;f8e70145d73bd728;Livestock;pasture
140/Others/permanent;290.0;300.0;345.0;300.0;300.0;280.0;280.0;280.0;300.0;300.0;300.0;340.0;399.0;399.0;401.0;386.0;381.0;381.0;514.0;502.0;373.0;f8e70145d73bd728;Others;permanent
140/Others/temporary;3.0;3.0;26.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;8.0;2.0;15.0;0.0;5.0;5.0;5.0;5.0;19.0;29.0;5.0;f8e70145d73bd728;Others;temporary
140/Palm oil/permanent;;16.0;16.0;16.0;;;16.0;16.0;16.0;16.0;16.0;16.0;;16.0;16.0;;16.0;;16.0;16.0;16.0;f8e70145d73bd728;Palm oil;permanent
140/Rice/temporary;30.0;10.0;10.0;10.0;10.0;10.0;5.0;;5.0;;5.0;;;;;5.0;;;;5.0;;f8e70145d73bd728;Rice;temporary
141/Beans/temporary;;;;5.0;30.0;;30.0;;40.0;50.0;50.0;50.0;50.0;;;50.0;45.0;;40.0;40.0;;fa005e1ffef6032a;Beans;temporary
141/Cassava/temporary;120.0;140.0;190.0;140.0;100.0;190.0;100.0;200.0;100.0;100.0;260.0;100.0;100.0;557.0;200.0;100.0;200.0;400.0;150.0;100.0;400.0;fa005e1ffef6032a;Cassava;temporary
141/Corn/temporary;30.0;25.0;25.0;25.0;50.0;50.0;50.0;30.0;60.0;80.0;80.0;80.0;80.0;8.0;30.0;80.0;30.0;5.0;70.0;60.0;5.0;fa005e1ffef6032a;Corn;temporary
141/Livestock/pasture;6606.835143;7510.215936;7685.844089;6374.153227;3475.320014;2966.45977;2943.40338;3079.610379;3221.090489;3946.0983;4889.150858;5223.015833;6913.77737;7169.540475;4394.182404;3217.973122;4813.373998;5512.10872;5658.586362;6694.572513;6678.926827;fa005e1ffef6032a;Livestock;pasture
141/Others/permanent;23.0;22.0;18.0;28.0;25.0;37.0;12.0;52.0;52.0;25.0;25.0;25.0;25.0;25.0;20.0;12.0;12.0;12.0;312.0;390.0;394.0;fa005e1ffef6032a;Others;permanent
141/Others/temporary;5.0;4.0;2.0;1.0;1.0;13.0;3.0;8.0;8.0;10.0;10.0;10.0;10.0;12.0;8.0;2.0;2.0;2.0;22.0;10.0;10.0;fa005e1ffef6032a;Others;temporary
142/Beans/temporary;715.0;610.0;450.0;635.0;370.0;370.0;330.0;300.0;515.0;636.0;1405.0;400.0;500.0;300.0;300.0;1405.0;400.0;300.0;400.0;330.0;300.0;fae378a53734da72;Beans;temporary
142/Cassava/temporary;1600.0;1300.0;1600.0;1600.0;950.0;1310.0;850.0;525.0;850.0;850.0;1100.0;522.0;1022.0;525.0;1050.0;1100.0;500.0;525.0;500.0;850.0;350.0;fae378a53734da72;Cassava;temporary
142/Cocoa/permanent;135.0;730.0;1060.0;135.0;1800.0;15.0;135.0;15.0;1210.0;235.0;135.0;900.0;15.0;15.0;900.0;90.0;1800.0;15.0;135.0;900.0;1060.0;fae378a53734da72;Cocoa;permanent
142/Corn/temporary;2200.0;2100.0;500.0;1050.0;700.0;730.0;710.0;500.0;740.0;819.0;740.0;900.0;820.0;500.0;500.0;740.0;540.0;1200.0;720.0;710.0;1000.0;fae378a53734da72;Corn;temporary
142/Livestock/pasture;21513.70243;27604.69564;29945.79909;29978.63574;30224.73505;34582.3;40739.71483;46241.95585;54251.47081;63552.55997;66981.29372;61800.04327;67523.20264;83173.9757;83851.88295;71527.25291;71319.29358;75081.36265;89844.00431;101279.2431;112928.2967;fae378a53734da72;Livestock;pasture
142/Others/permanent;606.0;384.0;480.0;485.0;527.0;717.0;802.0;802.0;547.0;483.0;531.0;555.0;555.0;534.0;477.0;1078.0;1033.0;925.0;695.0;595.0;595.0;fae378a53734da72;Others;permanent
142/Others/temporary;91.0;63.0;72.0;71.0;45.0;40.0;36.0;36.0;26.0;40.0;40.0;40.0;40.0;27.0;25.0;68.0;49.0;49.0;29.0;29.0;29.0;fae378a53734da72;Others;temporary
142/Rice/temporary;3000.0;1500.0;630.0;750.0;1200.0;1240.0;1300.0;100.0;1420.0;1320.0;1160.0;1420.0;1300.0;50.0;300.0;1160.0;495.0;150.0;994.0;1300.0;50.0;fae378a53734da72;Rice;temporary
143/Beans/temporary;380.0;285.0;370.0;368.0;190.0;280.0;220.0;300.0;200.0;240.0;200.0;200.0;240.0;300.0;300.0;200.0;300.0;300.0;300.0;200.0;320.0;fda49275fbf5caf6;Beans;temporary
143/Cassava/temporary;2970.0;2800.0;3000.0;3000.0;2800.0;2400.0;2800.0;1500.0;2840.0;1400.0;2840.0;1450.0;1400.0;1700.0;1500.0;1600.0;2000.0;1700.0;2000.0;2800.0;2300.0;fda49275fbf5caf6;Cassava;temporary
143/Cocoa/permanent;20.0;10.0;20.0;20.0;10.0;20.0;30.0;20.0;20.0;20.0;20.0;30.0;20.0;20.0;20.0;20.0;10.0;20.0;30.0;10.0;20.0;fda49275fbf5caf6;Cocoa;permanent
143/Corn/temporary;1500.0;1800.0;1000.0;1000.0;1050.0;1400.0;1180.0;2000.0;1340.0;1700.0;1340.0;2300.0;1700.0;2000.0;2400.0;1575.0;2300.0;1400.0;2300.0;1240.0;1800.0;fda49275fbf5caf6;Corn;temporary
143/Livestock/pasture;74556.9602;83095.22609;86898.44196;91676.42413;96370.48554;96393.1502;101529.5093;108912.704;111202.8626;112417.6551;112447.5367;113226.5981;113159.6952;112830.5567;112087.8861;112957.0219;113146.2868;112883.7267;112747.5666;113888.2993;114814.3435;fda49275fbf5caf6;Livestock;pasture
143/Others/permanent;190.0;127.0;215.0;215.0;268.0;243.0;245.0;245.0;210.0;210.0;260.0;255.0;255.0;300.0;320.0;320.0;390.0;340.0;350.0;350.0;350.0;fda49275fbf5caf6;Others;permanent
143/Others/temporary;38.0;40.0;40.0;38.0;30.0;10.0;10.0;10.0;15.0;15.0;15.0;30.0;30.0;15.0;7.0;7.0;8.0;8.0;0.0;5.0;5.0;fda49275fbf5caf6;Others;temporary
143/Rice/temporary;3500.0;3600.0;3200.0;3200.0;3600.0;3500.0;5000.0;;5060.0;3600.0;5060.0;2500.0;3600.0;;;4020.0;500.0;;500.0;4920.0;;fda49275fbf5caf6;Rice;temporary
15/Beans/temporary;300.0;315.0;400.0;400.0;680.0;350.0;685.0;280.0;610.0;500.0;580.0;300.0;500.0;200.0;280.0;500.0;350.0;200.0;300.0;685.0;100.0;11b6622567f98f3b;Beans;temporary
15/Cassava/temporary;1100.0;1750.0;1800.0;1900.0;1300.0;1700.0;1300.0;1500.0;1480.0;1480.0;1480.0;1480.0;1500.0;1500.0;1500.0;1500.0;1480.0;800.0;1500.0;2020.0;1300.0;11b6622567f98f3b;Cassava;temporary
15/Corn/temporary;1000.0;1000.0;1000.0;1000.0;2100.0;1050.0;2000.0;360.0;1500.0;750.0;1050.0;400.0;500.0;360.0;360.0;750.0;400.0;150.0;400.0;1500.0;250.0;11b6622567f98f3b;Corn;temporary
15/Livestock/pasture;17243.24052;16325.59341;18748.13167;22376.11576;23752.72417;24822.77268;26606.36161;27752.85616;27197.52195;25675.20114;24839.42435;26641.05524;27454.59363;27106.00591;25581.1942;24580.33705;25155.76749;26547.39992;26686.02806;26615.59298;27638.6344;11b6622567f98f3b;Livestock;pasture
15/Others/permanent;150.0;152.0;162.0;157.0;270.0;430.0;415.0;415.0;410.0;410.0;430.0;425.0;425.0;415.0;415.0;400.0;400.0;400.0;330.0;495.0;455.0;11b6622567f98f3b;Others;permanent
15/Others/temporary;23.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11b6622567f98f3b;Others;temporary
15/Palm oil/permanent;96.0;96.0;;;;250.0;;96.0;96.0;96.0;96.0;250.0;96.0;;250.0;250.0;96.0;;;250.0;250.0;11b6622567f98f3b;Palm oil;permanent
15/Rice/temporary;60.0;50.0;20.0;30.0;5.0;30.0;10.0;;10.0;;10.0;;;;;10.0;;;;10.0;;11b6622567f98f3b;Rice;temporary
16/Beans/temporary;150.0;115.0;95.0;115.0;130.0;130.0;130.0;95.0;130.0;125.0;130.0;120.0;125.0;95.0;120.0;100.0;120.0;130.0;120.0;130.0;150.0;13804a196311e1ba;Beans;temporary
16/Cassava/temporary;400.0;450.0;640.0;450.0;400.0;350.0;450.0;950.0;600.0;650.0;600.0;680.0;715.0;1300.0;950.0;650.0;950.0;1500.0;800.0;450.0;1800.0;13804a196311e1ba;Cassava;temporary
16/Cocoa/permanent;52.0;42.0;42.0;52.0;52.0;52.0;305.0;280.0;100.0;325.0;42.0;300.0;42.0;52.0;42.0;42.0;100.0;42.0;300.0;52.0;330.0;13804a196311e1ba;Cocoa;permanent
16/Corn/temporary;540.0;400.0;630.0;580.0;750.0;690.0;600.0;900.0;456.0;606.0;508.0;675.0;667.0;900.0;730.0;506.0;730.0;900.0;730.0;656.0;950.0;13804a196311e1ba;Corn;temporary
16/Livestock/pasture;57672.26645;56660.90526;56258.05539;58880.98768;60152.32258;61879.59335;59220.39161;60415.94741;59904.58503;61257.95592;63449.53449;65613.24696;70909.27256;73884.94953;72175.99041;70770.91083;71039.38123;73414.9825;76804.10955;81498.69486;82839.8981;13804a196311e1ba;Livestock;pasture
16/Others/permanent;212.0;385.0;432.0;442.0;465.0;465.0;446.0;446.0;535.0;535.0;563.0;634.0;548.0;535.0;368.0;508.0;320.0;328.0;349.0;378.0;549.0;13804a196311e1ba;Others;permanent
16/Others/temporary;11.0;17.0;17.0;19.0;14.0;14.0;14.0;14.0;14.0;6.0;21.0;31.0;67.0;23.0;67.0;67.0;59.0;62.0;64.0;87.0;110.0;13804a196311e1ba;Others;temporary
16/Rice/temporary;400.0;300.0;500.0;450.0;600.0;550.0;450.0;250.0;405.0;450.0;404.0;650.0;770.0;220.0;450.0;404.0;450.0;80.0;450.0;550.0;90.0;13804a196311e1ba;Rice;temporary
17/Cassava/temporary;450.0;675.0;675.0;675.0;80.0;200.0;100.0;80.0;150.0;180.0;290.0;67.0;136.0;140.0;80.0;180.0;70.0;120.0;70.0;200.0;120.0;164c8953d3af2bbe;Cassava;temporary
17/Cocoa/permanent;2963.0;1293.0;3313.0;3900.0;1293.0;4300.0;2293.0;691.0;691.0;3634.0;3219.0;3313.0;1293.0;1593.0;691.0;691.0;1893.0;2543.0;1293.0;3900.0;825.0;164c8953d3af2bbe;Cocoa;permanent
17/Corn/temporary;4992.0;3744.0;2079.0;2079.0;200.0;931.0;1041.0;928.0;518.0;780.0;636.0;750.0;780.0;1000.0;850.0;696.0;800.0;1000.0;750.0;586.0;1200.0;164c8953d3af2bbe;Corn;temporary
17/Livestock/pasture;156870.6482;167995.6623;180373.3377;187125.3657;194249.1085;199200.2464;203806.6135;206490.0913;207850.2655;209635.5265;210775.2373;211212.0067;209168.4486;207461.4482;206705.2219;204117.8369;201997.9956;204429.3595;205410.0768;205411.0699;206442.7081;164c8953d3af2bbe;Livestock;pasture
17/Others/permanent;575.0;595.0;595.0;595.0;603.0;151.0;151.0;151.0;233.0;232.0;212.0;212.0;212.0;224.0;302.0;302.0;302.0;228.0;149.0;130.0;230.0;164c8953d3af2bbe;Others;permanent
17/Others/temporary;125.0;63.0;63.0;55.0;6.0;7.0;8.0;8.0;8.0;8.0;8.0;10.0;5.0;5.0;5.0;5.0;6.0;0.0;0.0;0.0;0.0;164c8953d3af2bbe;Others;temporary
17/Rice/temporary;3150.0;2975.0;1143.0;1429.0;100.0;172.0;153.0;20.0;42.0;36.0;35.0;50.0;36.0;14.0;20.0;36.0;30.0;10.0;30.0;65.0;10.0;164c8953d3af2bbe;Rice;temporary
18/Beans/temporary;300.0;300.0;50.0;300.0;68.0;15.0;68.0;30.0;35.0;40.0;45.0;45.0;45.0;10.0;40.0;45.0;50.0;12.0;50.0;35.0;14.0;18e37d24ff8517ef;Beans;temporary
18/Cassava/temporary;500.0;500.0;1000.0;500.0;1000.0;1000.0;1000.0;120.0;480.0;500.0;480.0;300.0;800.0;200.0;120.0;500.0;240.0;220.0;300.0;800.0;100.0;18e37d24ff8517ef;Cassava;temporary
18/Corn/temporary;8650.0;10000.0;3000.0;2500.0;2000.0;2000.0;2000.0;250.0;1200.0;900.0;1300.0;250.0;330.0;150.0;200.0;900.0;300.0;300.0;400.0;2500.0;100.0;18e37d24ff8517ef;Corn;temporary
18/Livestock/pasture;63459.43032;68173.67327;71691.35897;75418.13708;77612.17068;80309.52907;82649.43437;85667.73058;88509.02261;89517.44415;90448.91077;90459.21287;89223.80322;87028.83452;85094.56846;83929.17096;84078.60214;85255.20349;86848.98935;87040.17252;86950.16542;18e37d24ff8517ef;Livestock;pasture
18/Others/permanent;35.0;185.0;185.0;106.0;75.0;75.0;75.0;65.0;65.0;65.0;75.0;70.0;70.0;85.0;65.0;55.0;28.0;24.0;30.0;53.0;48.0;18e37d24ff8517ef;Others;permanent
18/Others/temporary;45.0;33.0;28.0;28.0;28.0;28.0;33.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;60.0;65.0;50.0;60.0;90.0;200.0;50.0;18e37d24ff8517ef;Others;temporary
18/Rice/temporary;7500.0;15110.0;5500.0;4500.0;1250.0;1250.0;1250.0;90.0;1100.0;400.0;900.0;300.0;370.0;40.0;80.0;500.0;100.0;65.0;460.0;1275.0;8.0;18e37d24ff8517ef;Rice;temporary
19/Beans/temporary;120.0;140.0;170.0;170.0;180.0;180.0;180.0;;180.0;650.0;180.0;50.0;650.0;;650.0;250.0;650.0;80.0;650.0;180.0;50.0;18fb5197aa553b9c;Beans;temporary
19/Cassava/temporary;570.0;570.0;600.0;600.0;800.0;700.0;800.0;500.0;800.0;240.0;3600.0;400.0;240.0;450.0;700.0;960.0;700.0;450.0;700.0;800.0;550.0;18fb5197aa553b9c;Cassava;temporary
19/Corn/temporary;530.0;300.0;350.0;350.0;400.0;300.0;515.0;300.0;515.0;2000.0;1500.0;1900.0;2000.0;300.0;2400.0;900.0;2400.0;400.0;2400.0;515.0;400.0;18fb5197aa553b9c;Corn;temporary
19/Livestock/pasture;39337.62125;43901.53381;45469.89383;49392.54537;54795.14446;56310.36177;62161.56092;68315.62507;71406.50684;73473.90899;73794.16901;75532.57288;75726.64273;76044.18022;74742.1364;76301.10762;76861.68883;76786.71568;77170.86777;79768.31488;82406.75748;18fb5197aa553b9c;Livestock;pasture
19/Others/permanent;118.0;135.0;155.0;155.0;185.0;215.0;190.0;190.0;190.0;170.0;165.0;275.0;275.0;300.0;310.0;310.0;310.0;265.0;290.0;292.0;322.0;18fb5197aa553b9c;Others;permanent
19/Others/temporary;19.0;20.0;20.0;20.0;18.0;0.0;10.0;10.0;10.0;15.0;10.0;300.0;300.0;200.0;270.0;270.0;270.0;110.0;70.0;90.0;50.0;18fb5197aa553b9c;Others;temporary
19/Rice/temporary;1780.0;1500.0;1500.0;1500.0;1400.0;1300.0;1620.0;400.0;1620.0;1950.0;4020.0;1630.0;1950.0;300.0;1600.0;1630.0;1600.0;;1600.0;1620.0;;18fb5197aa553b9c;Rice;temporary
2/Beans/temporary;4.0;;;;;;;5.0;;3.0;3.0;4.0;3.0;10.0;5.0;3.0;5.0;5.0;3.0;;5.0;051e9cc7d7636816;Beans;temporary
2/Cassava/temporary;100.0;2.0;4.0;2.0;20.0;4.0;20.0;80.0;25.0;30.0;35.0;35.0;33.0;90.0;55.0;30.0;80.0;130.0;35.0;25.0;90.0;051e9cc7d7636816;Cassava;temporary
2/Cocoa/permanent;70.0;62.0;61.0;61.0;60.0;70.0;61.0;60.0;55.0;70.0;60.0;61.0;61.0;70.0;60.0;60.0;60.0;240.0;60.0;60.0;60.0;051e9cc7d7636816;Cocoa;permanent
2/Corn/temporary;;;2.0;2.0;8.0;2.0;15.0;15.0;20.0;15.0;15.0;15.0;15.0;20.0;15.0;15.0;15.0;15.0;15.0;20.0;15.0;051e9cc7d7636816;Corn;temporary
2/Livestock/pasture;1496.977601;1776.647185;1364.470828;853.1142159;604.4494325;844.3542744;841.5844216;663.5114196;622.3203289;653.0566459;666.725684;694.8701878;810.2189253;737.3093111;633.4847022;555.3044541;712.5594257;810.8438671;833.8955928;1061.820541;1169.037537;051e9cc7d7636816;Livestock;pasture
2/Others/permanent;4.0;6.0;6.0;12.0;12.0;12.0;9.0;10.0;10.0;23.0;23.0;23.0;24.0;22.0;22.0;12.0;12.0;12.0;21.0;13.0;12.0;051e9cc7d7636816;Others;permanent
2/Others/temporary;0.0;0.0;4.0;4.0;0.0;4.0;0.0;0.0;0.0;25.0;25.0;25.0;29.0;26.0;22.0;12.0;18.0;24.0;30.0;24.0;24.0;051e9cc7d7636816;Others;temporary
2/Rice/temporary;;20.0;5.0;5.0;8.0;5.0;25.0;30.0;30.0;30.0;30.0;30.0;30.0;36.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;051e9cc7d7636816;Rice;temporary
20/Beans/temporary;490.0;1225.0;3200.0;2600.0;3690.0;3350.0;1200.0;825.0;1070.0;740.0;924.0;870.0;870.0;825.0;825.0;924.0;1150.0;825.0;1150.0;1000.0;175.0;1bd7145ed1da044a;Beans;temporary
20/Cassava/temporary;7000.0;7000.0;6000.0;4000.0;8000.0;7000.0;9600.0;21770.0;15000.0;18700.0;15000.0;21000.0;20000.0;21770.0;20790.0;15000.0;27000.0;21770.0;23000.0;9600.0;21770.0;1bd7145ed1da044a;Cassava;temporary
20/Cocoa/permanent;5.0;151.0;5.0;5.0;5.0;151.0;5.0;45.0;5.0;5.0;5.0;5.0;5.0;45.0;5.0;5.0;5.0;7.0;5.0;5.0;5.0;1bd7145ed1da044a;Cocoa;permanent
20/Corn/temporary;3000.0;2500.0;3500.0;3000.0;2000.0;2300.0;1000.0;12828.0;4700.0;6333.0;6500.0;4400.0;4900.0;11428.0;11750.0;5650.0;5100.0;8400.0;8000.0;850.0;15000.0;1bd7145ed1da044a;Corn;temporary
20/Livestock/pasture;130146.7996;117613.5348;110119.7579;125150.8928;142786.1401;144136.1598;140519.2464;144173.1621;143461.8664;135602.4212;132184.5663;127820.8868;123321.3538;115132.2383;105279.0629;105221.2734;110841.2422;111322.9096;114510.5622;138748.9483;134585.4812;1bd7145ed1da044a;Livestock;pasture
20/Others/permanent;1231.0;1135.0;1441.0;1578.0;2432.0;2512.0;2507.0;1862.0;1862.0;1874.0;1894.0;1690.0;1832.0;1260.0;844.0;874.0;531.0;498.0;499.0;338.0;348.0;1bd7145ed1da044a;Others;permanent
20/Others/temporary;202.0;238.0;236.0;233.0;283.0;335.0;338.0;380.0;445.0;500.0;575.0;440.0;440.0;425.0;525.0;600.0;337.0;337.0;337.0;337.0;337.0;1bd7145ed1da044a;Others;temporary
20/Rice/temporary;3000.0;2000.0;4200.0;3000.0;11925.0;6050.0;60000.0;1850.0;45000.0;21997.0;26950.0;10700.0;17520.0;1480.0;1663.0;22140.0;3325.0;800.0;3500.0;59000.0;900.0;1bd7145ed1da044a;Rice;temporary
20/Soy/temporary;50.0;;50.0;620.0;200.0;25.0;4600.0;14660.0;22000.0;17250.0;19500.0;17100.0;18000.0;14660.0;12725.0;15000.0;17800.0;16000.0;17800.0;11000.0;18000.0;1bd7145ed1da044a;Soy;temporary
21/Beans/temporary;80.0;70.0;50.0;;;80.0;115.0;180.0;80.0;60.0;210.0;60.0;60.0;180.0;60.0;80.0;60.0;80.0;60.0;80.0;180.0;1d8a692643f9a15a;Beans;temporary
21/Cassava/temporary;1560.0;2000.0;2000.0;2000.0;1050.0;1500.0;3000.0;7000.0;2400.0;2400.0;4000.0;3000.0;2400.0;3000.0;1000.0;4000.0;3000.0;5600.0;3000.0;2000.0;7000.0;1d8a692643f9a15a;Cassava;temporary
21/Cocoa/permanent;6396.0;5610.0;5610.0;2255.0;5613.0;5613.0;6396.0;6346.0;3340.0;7000.0;5613.0;5613.0;3390.0;5610.0;5610.0;5610.0;6396.0;5613.0;3390.0;5610.0;4050.0;1d8a692643f9a15a;Cocoa;permanent
21/Corn/temporary;80.0;80.0;130.0;100.0;50.0;120.0;25.0;150.0;50.0;50.0;50.0;50.0;50.0;150.0;100.0;50.0;50.0;150.0;50.0;50.0;150.0;1d8a692643f9a15a;Corn;temporary
21/Livestock/pasture;27608.62425;30977.39944;35849.06773;31578.60155;28775.33401;27798.7253;27413.82577;26108.55792;27221.28543;31025.8107;30950.94734;31047.70479;36021.85284;33258.4278;30010.99311;26649.426;29466.72115;29295.15877;29505.43118;31196.78163;36108.92902;1d8a692643f9a15a;Livestock;pasture
21/Others/permanent;336.0;336.0;535.0;445.0;665.0;778.0;918.0;1178.0;1318.0;1408.0;488.0;453.0;453.0;440.0;433.0;453.0;452.0;580.0;580.0;584.0;690.0;1d8a692643f9a15a;Others;permanent
21/Others/temporary;0.0;0.0;0.0;0.0;0.0;4.0;10.0;10.0;10.0;10.0;11.0;16.0;16.0;16.0;16.0;16.0;6.0;10.0;10.0;10.0;10.0;1d8a692643f9a15a;Others;temporary
21/Rice/temporary;1000.0;500.0;130.0;600.0;100.0;160.0;50.0;250.0;100.0;50.0;150.0;50.0;50.0;440.0;100.0;50.0;50.0;250.0;50.0;100.0;250.0;1d8a692643f9a15a;Rice;temporary
22/Livestock/pasture;85706.30597;71042.31065;53621.47255;60832.65744;86934.20737;96785.69263;101261.8717;109277.7208;111011.8678;106832.2354;105953.5591;105838.7373;101810.7792;97010.46135;93748.75691;91975.85038;92015.8012;93237.9331;96425.98817;104641.8794;104512.0495;20589298110cd872;Livestock;pasture
22/Others/permanent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;413.0;412.0;448.0;258.0;361.0;20589298110cd872;Others;permanent
22/Others/temporary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;263.0;320.0;320.0;210.0;270.0;20589298110cd872;Others;temporary
23/Beans/temporary;150.0;105.0;;120.0;400.0;400.0;400.0;200.0;600.0;100.0;600.0;500.0;500.0;200.0;250.0;600.0;250.0;100.0;500.0;400.0;150.0;205ccde9be499e17;Beans;temporary
23/Cassava/temporary;450.0;450.0;665.0;450.0;1320.0;320.0;1180.0;10400.0;8000.0;8000.0;8000.0;6400.0;6400.0;5200.0;6000.0;8000.0;6500.0;4200.0;6400.0;1515.0;1500.0;205ccde9be499e17;Cassava;temporary
23/Cocoa/permanent;3200.0;2155.0;2100.0;2155.0;2048.0;2155.0;3100.0;3400.0;3400.0;3200.0;3200.0;3570.0;2652.0;2100.0;3200.0;3200.0;3048.0;3200.0;3200.0;3100.0;2048.0;205ccde9be499e17;Cocoa;permanent
23/Corn/temporary;500.0;400.0;185.0;400.0;1000.0;400.0;1188.0;2000.0;1100.0;3300.0;3240.0;3000.0;3000.0;1000.0;2000.0;3300.0;3500.0;500.0;3000.0;1500.0;600.0;205ccde9be499e17;Corn;temporary
